Medical Data Accuracy for training
1, 87.77777777777777
2, 87.77777777777777
3, 89.44444444444444
4, 90.0
5, 89.55555555555556
6, 90.11111111111111
7, 88.66666666666667
8, 89.66666666666666
9, 89.11111111111111
10, 89.77777777777777
11, 89.66666666666666
12, 89.77777777777777
13, 88.88888888888889
14, 89.66666666666666
15, 88.77777777777777
16, 88.88888888888889
17, 87.8888888888889
18, 88.66666666666667
19, 88.0
Medical Data Accuracy for test
1, 85.55555555555556
2, 85.55555555555556
3, 87.77777777777777
5, 87.22222222222223
6, 88.0
7, 87.1111111111111
8, 88.0
9, 87.33333333333333
10, 88.44444444444444
11, 87.77777777777777
12, 87.44444444444444
13, 87.1111111111111
14, 87.1111111111111
15, 86.77777777777777
16, 87.33333333333333
17, 86.8888888888889
18, 87.0
19, 86.8888888888889
1, 86.42880960320106
2, 86.42880960320106
3, 88.29609869956653
4, 88.1293764588196
5, 88.3294431477159
6, 88.29609869956653
7, 88.89629876625543
8, 88.79626542180728
9, 89.49649883294431
1, 86.42880960320106
2, 86.42880960320106
3, 88.29609869956653
4, 88.1293764588196
5, 88.3294431477159
6, 88.29609869956653
7, 88.89629876625543
8, 88.79626542180728
9, 89.49649883294431
10, 89.09636545515171
11, 88.99633211070356
12, 89.19639879959986
13, 89.19639879959986
14, 89.66322107369123
15, 89.59653217739246
16, 89.49649883294431
17, 89.39646548849616
18, 89.36312104034678
19, 89.39646548849616
20, 89.32977659219739
1, 63.922518159806295
2, 63.922518159806295
3, 64.89104116222761
4, 65.61743341404357
5, 74.33414043583535
6, 75.06053268765133
7, 76.75544794188862
8, 75.06053268765133
9, 76.02905569007264
10, 75.30266343825666
11, 76.02905569007264
12, 74.818401937046
13, 74.57627118644068
14, 74.09200968523002
15, 74.57627118644068
16, 74.09200968523002
17, 73.60774818401937
18, 73.60774818401937
19, 73.36561743341404
20, 74.09200968523002
1, 65.85365853658537
2, 65.85365853658537
3, 65.04065040650406
4, 65.04065040650406
5, 66.66666666666666
6, 66.39566395663957
7, 74.52574525745257
8, 68.83468834688347
9, 75.60975609756098
10, 68.29268292682927
11, 75.88075880758808
12, 75.33875338753387
13, 76.42276422764228
14, 75.33875338753387
15, 76.15176151761518
16, 75.06775067750678
17, 74.25474254742548
18, 73.98373983739837
19, 73.17073170731707
20, 73.98373983739837
1, 70.75718015665797
2, 70.75718015665797
3, 74.67362924281984
4, 74.93472584856397
5, 72.84595300261097
6, 74.41253263707573
7, 74.93472584856397
8, 75.97911227154047
9, 75.45691906005221
10, 76.2402088772846
1, 70.17114914425427
2, 70.17114914425427
3, 74.81662591687042
4, 70.17114914425427
5, 73.83863080684596
6, 75.55012224938875
7, 74.08312958435208
8, 77.75061124694376
9, 76.77261613691931
10, 77.75061124694376
1, 69.34673366834171
2, 69.34673366834171
3, 71.35678391959799
1, 65.99496221662469
2, 65.99496221662469
3, 70.27707808564232
1, 68.40796019900498
2, 68.40796019900498
3, 67.16417910447761
1, 67.64705882352942
2, 67.64705882352942
3, 69.11764705882352
1, 69.32668329177058
2, 69.32668329177058
3, 73.56608478802993
1, 62.7906976744186
2, 62.7906976744186
3, 64.59948320413437
4, 65.11627906976744
5, 74.4186046511628
6, 73.64341085271317
7, 75.71059431524549
8, 76.74418604651163
9, 75.96899224806202
10, 75.71059431524549
1, 66.50124069478908
2, 66.50124069478908
3, 76.1786600496278
1, 69.84924623115577
2, 69.84924623115577
3, 69.84924623115577
1, 69.45169712793734
2, 69.45169712793734
3, 75.19582245430809
4, 74.1514360313316
5, 75.71801566579634
6, 75.97911227154047
7, 74.41253263707573
8, 75.71801566579634
9, 75.19582245430809
10, 77.54569190600522
1, 70.16129032258065
2, 70.16129032258065
3, 69.6236559139785
4, 70.43010752688173
5, 75.0
6, 75.0
7, 74.19354838709677
8, 75.0
9, 75.80645161290323
10, 74.19354838709677
11, 74.19354838709677
12, 74.19354838709677
13, 74.46236559139786
14, 73.65591397849462
15, 73.11827956989248
16, 72.84946236559139
17, 72.84946236559139
18, 73.11827956989248
19, 73.65591397849462
20, 74.19354838709677
1, 69.89528795811518
2, 69.89528795811518
3, 71.20418848167539
4, 72.25130890052355
5, 73.29842931937172
6, 75.39267015706807
7, 72.77486910994764
8, 76.43979057591623
9, 74.08376963350786
10, 75.6544502617801
11, 75.39267015706807
12, 75.91623036649214
13, 74.3455497382199
14, 75.6544502617801
15, 75.13089005235602
16, 74.3455497382199
17, 71.98952879581152
18, 73.29842931937172
1, 75.32133676092545
2, 75.32133676092545
3, 75.32133676092545
4, 75.83547557840618
5, 73.00771208226222
6, 74.293059125964
1, 86.42880960320106
7, 74.293059125964
8, 75.57840616966581
9, 73.26478149100257
10, 74.03598971722364
11, 73.52185089974293
12, 73.52185089974293
13, 72.23650385604114
14, 73.00771208226222
15, 73.00771208226222
16, 73.7789203084833
17, 73.52185089974293
18, 73.00771208226222
19, 71.46529562982005
20, 72.49357326478149
2, 86.42880960320106
3, 88.29609869956653
4, 88.1293764588196
5, 88.3294431477159
6, 88.29609869956653
7, 88.89629876625543
8, 88.79626542180728
9, 89.49649883294431
10, 89.09636545515171
11, 88.99633211070356
12, 89.19639879959986
13, 89.19639879959986
14, 89.66322107369123
1, 72.35494880546075
15, 89.59653217739246
2, 72.35494880546075
3, 74.74402730375427
4, 74.74402730375427
5, 73.37883959044369
6, 74.74402730375427
7, 76.10921501706484
8, 77.13310580204778
9, 77.13310580204778
10, 76.79180887372013
11, 75.42662116040955
12, 74.74402730375427
13, 75.76791808873719
14, 77.13310580204778
15, 76.79180887372013
